,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
10,74,84,95,12,61,57,2,15,25,47,34,69,13,18,19,61,51,56,11,60,75,58,82,60,44,14,83,80,87,85,60,19,32,16,11,3,34,78,27,65,75,57,76,50,89,70,8,85,86,10,83,37,43,37,2,77,68,78,17,41,81,86,15,11,84,8,22,67,82,94,98,97,15,70,4,58,74,30,2,77,35,71,14,47,36,65,27,56,95,48,83,15,54,61,45,90,35,87,91,7,4,68,12,21,90,63,17,17,82,90,85,50,63,30,2,67,92,16,58,98,29
11,33,56,76,87,70,17,76,95,31,17,16,87,58,27,63,12,10,74,20,38,89,77,42,81,94,75,2,50,20,3,24,62,66,58,11,87,0,37,79,43,61,20,0,18,62,68,6,74,73,92,80,1,73,89,62,32,10,62,51,69,67,23,37,89,22,64,77,69,93,19,51,33,24,49,67,55,45,29,3,35,63,3,81,65,32,10,67,63,66,51,84,10,18,16,50,9,92,73,3,4,68,93,32,80,52,61,78,55,87,32,1,92,81,50,56,18,17,73,78,63,9
12,78,53,55,44,15,89,78,4,86,36,2,15,70,2,99,18,27,20,62,98,51,89,44,80,45,31,7,12,22,47,24,29,73,35,1,92,81,71,7,37,90,80,33,23,59,44,63,28,52,14,16,26,77,94,26,62,47,78,88,10,92,86,34,84,82,86,62,86,25,11,76,44,66,27,4,9,47,30,19,62,79,46,48,88,11,87,78,85,49,86,95,79,46,75,76,62,65,7,57,51,72,29,35,20,80,60,19,61,14,19,14,63,30,74,33,49,48,27,38,37,12
13,73,17,70,33,92,39,18,51,4,70,86,31,3,16,6,14,42,94,14,10,71,23,48,18,97,95,14,99,57,49,53,44,49,60,17,53,50,83,69,65,93,37,39,35,40,76,74,39,80,71,16,23,69,5,92,85,97,67,63,73,85,96,73,80,3,56,96,37,92,37,15,54,1,61,26,25,96,55,79,55,69,30,36,49,1,33,46,38,45,67,83,54,19,16,72,88,93,78,23,90,0,53,64,21,49,49,53,5,79,4,44,66,62,63,48,11,24,33,37,31,76
14,90,99,43,72,67,98,93,57,53,29,32,45,95,50,74,32,44,48,56,69,85,73,47,28,29,54,93,87,44,52,20,91,6,69,57,72,92,17,4,0,5,39,96,65,24,95,16,38,80,75,97,19,42,89,87,66,89,21,0,40,10,21,97,14,60,25,66,90,57,14,69,50,23,87,17,62,27,27,32,38,71,56,37,3,56,32,32,16,83,58,80,65,12,65,67,65,47,3,82,60,43,78,0,14,86,23,53,55,26,57,69,28,98,18,2,70,18,63,47,19,92
15,33,22,48,73,61,68,1,9,72,27,9,70,6,96,93,58,4,56,78,29,64,29,24,16,52,23,28,44,86,29,15,48,81,15,83,34,33,70,79,37,72,96,54,8,27,78,28,12,47,80,64,5,7,81,77,36,93,14,41,90,36,69,23,60,16,70,7,9,80,93,29,81,69,4,58,75,94,37,88,23,50,96,51,32,69,3,95,9,95,90,52,21,47,74,37,82,75,43,60,51,79,92,47,59,8,1,99,28,32,86,85,92,52,30,41,81,3,95,90,78,5
16,86,9,96,74,41,43,81,17,6,26,7,77,37,34,71,48,71,98,54,92,13,0,26,81,24,0,43,59,5,41,3,25,33,33,64,39,4,80,37,34,37,4,38,34,67,50,67,18,12,45,67,52,41,13,83,7,30,85,18,55,14,65,22,94,42,2,72,9,78,1,51,12,43,87,61,20,87,35,89,55,71,65,4,48,97,86,34,7,52,18,21,95,40,70,45,35,81,29,63,79,94,3,14,55,57,66,55,89,41,62,8,15,37,8,10,10,33,66,18,9,62
17,20,13,30,29,42,28,92,68,92,8,77,59,16,33,13,85,41,44,22,74,24,57,81,65,25,17,70,10,27,4,29,6,50,91,48,13,70,70,59,6,8,35,27,87,22,36,72,6,18,46,69,93,55,4,52,87,28,56,11,20,52,61,78,74,23,52,67,68,5,68,69,56,39,89,0,52,12,65,82,54,8,36,99,17,68,6,66,13,29,96,56,42,77,69,42,14,42,72,97,7,61,13,87,91,68,15,83,77,38,64,87,95,69,72,24,29,81,78,67,79,91
18,41,0,3,14,85,67,37,13,5,88,17,52,23,88,78,56,51,7,95,22,15,62,23,87,14,0,69,23,10,37,64,92,24,27,75,29,69,73,60,43,77,39,30,49,42,41,19,64,67,4,50,6,25,35,41,20,80,91,15,37,93,53,33,2,60,63,60,52,4,19,72,17,31,31,71,21,76,53,76,70,2,20,41,18,50,75,10,43,46,3,21,66,30,54,44,6,18,6,59,91,97,1,91,58,12,37,49,90,11,7,7,41,92,57,13,63,93,41,17,63,62
19,48,16,52,80,46,23,91,5,60,41,2,17,96,65,76,40,77,60,76,70,6,44,35,21,48,70,91,75,78,65,76,19,28,53,28,85,1,21,0,64,52,15,94,2,55,27,17,82,31,91,73,14,60,70,60,94,90,38,48,86,66,41,41,79,22,61,88,89,97,49,94,53,20,74,54,62,10,95,35,40,60,52,70,8,30,15,43,84,70,32,46,34,68,34,12,87,40,57,2,18,49,63,75,90,1,50,46,13,59,64,82,72,74,12,49,45,58,62,50,3,22
20,1,89,59,37,71,45,23,76,99,35,99,85,28,82,94,85,41,32,5,15,37,78,79,59,53,80,88,32,70,85,4,33,66,51,82,24,41,18,22,83,14,35,17,96,77,85,19,22,0,4,37,29,28,61,86,48,13,16,43,89,83,35,35,7,36,84,17,26,52,80,5,21,3,53,63,12,45,95,17,27,30,17,60,93,14,14,24,33,79,20,32,4,27,89,49,85,4,8,3,40,61,21,14,38,18,43,25,20,77,59,8,23,59,58,18,19,45,4,62,2,91
21,74,12,71,85,18,19,81,58,81,51,86,72,85,32,89,82,48,27,96,31,55,16,22,63,50,28,82,2,21,13,57,1,3,18,8,76,17,62,10,17,9,7,21,15,7,32,90,74,56,49,62,0,39,59,47,21,2,25,25,56,81,55,2,29,89,32,68,68,91,75,27,26,32,13,18,38,84,58,40,74,16,31,26,22,72,1,22,73,19,14,68,59,82,1,9,84,88,7,27,19,97,46,99,4,80,32,46,58,86,80,89,7,89,46,19,59,79,90,6,21,35
22,49,73,17,98,8,32,38,3,83,60,57,6,44,5,31,96,68,93,64,8,65,29,21,13,73,69,25,68,41,92,0,92,33,24,10,18,43,20,68,58,92,89,2,72,26,18,75,43,79,57,16,78,90,23,36,63,48,87,26,29,17,72,29,27,59,99,46,44,10,84,94,28,25,74,40,12,11,15,82,45,40,1,54,43,4,67,49,80,68,55,18,74,19,96,25,54,5,35,7,63,50,68,43,6,45,54,12,54,35,4,92,44,96,75,92,32,2,56,53,98,78
23,39,8,91,40,62,64,18,34,83,51,94,89,10,83,38,3,17,52,91,84,35,82,98,39,1,28,78,70,58,16,48,53,83,66,32,43,54,87,55,64,76,3,65,51,8,82,65,10,13,8,5,77,54,73,38,13,92,38,66,13,3,27,63,25,73,25,66,76,13,48,68,14,74,91,82,57,13,40,45,43,64,65,30,91,73,81,92,17,6,48,51,34,47,62,29,68,99,45,82,69,90,13,4,70,99,35,0,32,27,51,48,28,7,10,13,55,42,8,51,83,15
24,99,23,10,71,81,89,13,27,28,90,41,48,12,54,45,5,1,23,45,6,31,45,89,76,80,49,24,3,17,53,72,0,40,40,24,68,47,28,38,65,58,44,80,13,50,95,55,59,57,56,36,60,29,42,30,92,43,37,81,51,34,76,51,93,55,50,56,72,48,37,90,30,53,45,1,84,32,18,56,25,67,1,63,17,11,97,4,13,20,73,68,81,4,61,19,90,97,37,17,81,81,81,21,74,41,71,48,28,70,75,6,42,50,2,52,34,7,46,37,6,47
